name,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects,id,fid
The Wog Boy,92,"['Nick Giannopoulos', 'Lucy Bell', 'Vince Colosimo', 'Geraldine Turner', 'Abi Tucker', 'John Barresi', 'Stephen Curry', 'Costas Kilias', 'Tony Nikolakopoulos', ""Vince D'Amico"", 'Peter Hosking', 'Lucy Taylor', 'Trent Huen', 'Hung Le', 'Vincent Gara', 'Kim Gyngell', 'Geoff Paine', 'Gerry Connolly', 'Derryn Hinch', 'Robert Forza', 'Luigi Villani', 'Robert Ratti', 'Peter Stefanou', 'Nia Giannopoulos', 'Irini Pappas', 'Edwin Pang', 'Mary Inacio', 'Georgie Shew', 'Alexis Anthopoulos', 'Andy Ramanauskas', 'Glenn Meldrum', 'Molly McCaffrey', 'Mitchell Fairlie', 'Haydn Harvey', 'Daniel Roath', 'Peter Papoythis', 'Mark Wickham', 'James Freemantle', 'Dino Marnika', 'Stephen Hall', ""Charles 'Bud' Tingwell"", 'Natasha Weber', 'Robert Rabiah', 'Peter Nikolakopoulos', 'Adam Batt', 'Catherine Thompson', 'Anna Lee Robinson', 'James Klavin', 'Diana Lee', 'Kerri Lee', 'Danielle Wright', 'Gino Munari', 'Kim Petalas', 'Damien Atherton', 'Kesh Aponso', 'Naomi Davis', 'Anita Marelic', 'Stanko Peric']",['Comedy'],['au'],['en'],,,,,5.8,1909.0,24 Feb 2000 (Australia),The Wog Boy,Aleksi Vellis,Chris Anastassiades,,John Brousek,Kay Dyson,Australian Film Finance Corporation (AFFC),Third Costa,Cezary Skubiszewski,Suresh Ayyar,Roger Lanser,,Nathan Croft,Ineke Majoor,tt0216417,216417.0
Vulgar,87,"[""Brian O'Halloran"", 'Bryan Johnson', 'Jerry Lewkowitz', 'Ethan Suplee', 'Matthew Maher', 'Don Gentile', 'Thomas W. Leidner', 'Michael Tierney', 'David Gilbert', 'Erik Johnson', 'Scott Schiaffo', 'Darin Johnson', 'Brian Hartsgrove', 'Aaron Hakeem', 'Jamie Schutz', 'Susanna Jolly', 'Debra Karr', 'Ceton Tate', 'Gertrude Johnson', 'Paris Petrick', 'Jay Petrick', 'Michael DeNigris', 'Robert Hawk', 'Jill Robertson', 'Kiven Wiedmyer', 'Brian Quinn', 'Kevin Smith', 'Tim Miller', 'Walter Flanagan', 'Scott Mosier', 'Tobias Carroll', 'Diana Devlin', 'David Klein', 'Melissa Rayworth', 'Deanna Rowe', 'Edgar Johnson', 'Bob Farley', 'Joe Mullins', 'Jason Mewes', 'John Sobestanovich', 'Kim Chapman', 'Zoe Daelman Chlanda', 'Renee West', 'Jeff Anderson', 'Chris J. Cullen', 'Monica Hampton', 'Ralph Lambiase', 'Sean Marquis', 'Chris Parry', 'Darren Ross']","['Crime', 'Drama', 'Thriller']",['us'],['en'],R,120000.0,"$9,377, 28 Apr 2002",,5.3,3855.0,,Vulgar,Bryan Johnson,Bryan Johnson,,Monica Hampton,Scott Mosier,Chango Productions,Shongo Filmworks Ltd.,Ryan Shore,Bryan Johnson,David Klein,,Adam Hammel,,tt0120467,120467.0
Devil in the Flesh 2,92,"[""Jodi Lyn O'Keefe"", 'Jsu Garcia', 'Katherine Kendall', 'Jeanette Brox', 'Christiana Frank', 'Todd Robert Anderson', 'Bill Gratton', 'Sarah Lancaster', 'Rel Hunt', 'Frank Noon', 'Todd McKee', 'Wendy Worthington', 'William Newman', 'Patrick Pankhurst', 'Jack Ong', 'Don Moss', 'Siri Baruc', 'Jae Suh Park', 'Jude Jett', 'Justin Rubin', 'Richard Brandes', 'Endre Hules', 'Bill Lobley', 'Paul Rawson', 'Lisa Comshaw', 'John E. Cowan', 'Jennifer D. Lac Kamp', 'Alex McArthur', 'Patrick Wolff']","['Horror', 'Thriller']","['ca', 'us']",['en'],R,,,,4.4,1176.0,08 Sep 2000 (USA),Devil in the Flesh 2,Marcus Spiegel,Richard Brandes,,Robert E. Baruc,Richard Brandes,Alliance Atlantis Communications,Unapix Entertainment Productions,Steve Gurevitch,Ed Santiago,M. David Mullen,,Eric Forsberg,,tt0217086,217086.0
The Guilty,108,"['Bill Pullman', 'Devon Sawa', 'Gabrielle Anwar', 'Angela Featherstone', 'Joanne Whalley', 'Darcy Belsher', 'Jaimz Woolvett', 'Ken Tremblett', 'Gillian Barber', 'Duncan Fraser', 'Bruce Harwood', 'Hiro Kanagawa', 'Garry Chalk', 'Peter Kent', 'Kurt Evans', 'Martin Evans', 'Tegan Moss', 'Taylor Anne Reid', 'John McConnach', 'Mary Black', 'Camilla Overbye Roos', 'Judith Maxie', 'Michelle Harrison', 'D. Harlan Cutshall', 'David Lyle', 'Scott Nicholson', 'Gavin Buhr', 'Anthony Waller']","['Crime', 'Drama', 'Thriller']","['gb', 'us', 'ca']",['en'],R,14000000.0,,,6.2,3039.0,01 Jun 2000 (Hungary),The Guilty,Anthony Waller,Simon Burke,,Paul Cowan,William Davies,J&M Entertainment,Dogwood Pictures,Debbie Wiseman,Alison Grace,Tobias A. Schliessler,Lin MacDonald,Natalie Baldner,,tt0186183,186183.0
A Shot at Glory,114,"['Andy Gray', 'Finlay MacDonald', 'Sheila Latimer', 'Robert Duvall', 'Michael Keaton', 'Ally McCoist', 'Ida Schuster', 'Alex Howden', 'Bill Murdoch', 'John McVeigh', 'Scott Anderson', 'Cole Hauser', 'John Martin', 'Paul Agnew', 'Ian Constable', 'Owen Coyle', 'Steve Hamilton', 'Peter Hetherston', 'Craig McEwan', 'Andy Smith', 'Kirsty Mitchell', 'Morag Hood', 'Jack McGinn', 'Stu Who', 'Kerry Lynn Hamilton', 'Elaine M. Ellis', 'Matthew Pidgeon', 'Ross Dunsmore', 'Ally Dawson', 'Annie George', 'Robert Findlay', 'Cliff Everett Smith', 'Tommy King', 'Steven Wren', 'Ian McCall', 'Jamie Adair', 'Graham De Banzie', 'Frank Miller', 'John Carey', 'Jay Traynor', 'Robert Jan Szemis', 'Sandy Neilson', 'Tom Aitken', 'Graeme Alison', 'Craig Brittain', 'Brian Cox', 'Graham Crammond', 'Hugh Dallas', 'Michael Dickie', 'Ron Donachie', 'Kara Dooley', 'Jim Dunne', 'Darren Fitzgerald', 'Paddy Flannery', 'Alec Grace', 'Daniel Healy', 'Wilson Irvine', 'Sean Kerns', 'Libby Langdon', 'Iain Rae Lennox', 'Derek Lord', 'Iain Macdonald', 'Ally Maxwell', 'William McBain', 'Jim McBride', 'Ryan John Monaghan', 'Bobby Orr', 'Anthony Paolucci', 'Nick Smith', 'Scott Speirs', 'Jim Stewart', 'Jim Sturgeon', 'Norman Tolson', 'Steen Young', 'Willie Young', 'Didier Agathe', 'Robert Cosgrove', 'Christopher Cummings', 'Jamie Halliday', 'Henrik Larsson', 'Bill Little', 'Ross Owen', 'Claudio Reyna', 'Robert Yates']","['Drama', 'Sport']","['gb', 'us']",['en'],R,9000000.0,,,6.3,2030.0,12 Jul 2002 (Italy),A Shot at Glory,Michael Corrente,Denis O'Neill,,Steven Bowman,Rob Carliner,Butcher's Run Films,Eagle Beach Productions,Mark Knopfler,David Ray,Alex Thomson,,Brian W. Cook,,tt0193854,193854.0
Borstal Boy,91,"['Shawn Hatosy', 'Eamon Glancy', 'Ian McElhinney', 'Patricia Leventon', 'Danny Dyer', 'Dennis Conway', ""John O'Toole"", 'Luke Hayden', 'Lee Ingleby', 'Brian de Salvo', ""Jer O'Leary"", 'Joe Taylor', 'Eoin Slattery', 'Mark Huberman', 'Tony Coleman', 'Michael York', 'Mark Lambert', 'Robin Laing', 'Luke Griffin', 'Owen Sharpe', 'Viko Nikci', 'Eva Birthistle', 'Garret Deady', 'Darren Donohue', 'William Fitzpatrick', 'David Hynes', 'Keith Murtagh', 'Jim Byrne', 'Trevor Hanly', 'Arthur Riordan', 'Lukas Hassel', 'Gerry Browne', 'Gerald Davis', 'Robert Price', 'Ronnie Drew', 'Barry Dobson', 'David Johnston', 'Rita Marie Lawlor']","['Drama', 'Romance']","['gb', 'ie']","['en', 'ga']",Not Rated,,,,6.8,2230.0,08 Dec 2000 (Ireland),Borstal Boy,Peter Sheridan,Brendan Behan,,Judy Counihan,Nye Heron,British Screen Productions,British Sky Broadcasting,Stephen McKeon,Stephen O'Connell,Ciarán Tanham,,Andrew Hegarty,,tt0221838,221838.0
Passion of Mind,105,"['Eloise Eonnet', 'Hadrian Dagannaud-Brouard', 'Chaya Cuénot', 'Demi Moore', 'Julianne Nicholson', 'William Fichtner', 'Sinéad Cusack', 'Joss Ackland', 'Peter Riegert', 'Stellan Skarsgård', 'Gerry Bamman', 'Steve Bilich', 'Hélène Cardona', 'Amanda Spencer']","['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",['us'],"['en', 'fr']",PG-13,,"$236,047, 28 May 2000",,5.5,3055.0,07 Jan 2000 (Italy),Passion of Mind,Alain Berliner,Ronald Bass,David Field,Ronald Bass,William Kepper,Lakeshore Entertainment,Ron Bass Productions,Randy Edelman,Anne V. Coates,Eduardo Serra,Jacques Aucomte,George Every,Ronan Broudin,tt0160644,160644.0
Nora,106,"['Susan Lynch', 'Andrew Scott', 'Vinnie McCabe', 'Veronica Duffy', 'Ewan McGregor', 'Aedin Moloney', 'Pauline McLynn', 'Neilí Conroy', 'Darragh Kelly', 'Alan Devine', 'Peter McDonald', 'Paul Hickey', ""Kate O'Toole"", 'Martin Murphy', 'Karl Scully', 'Frances Burke', 'Roberto Citran', 'Monica Scattini', 'Adrian McCourt', 'Ignazio Oliva', 'Stefania Montorsi', 'Carla Cassola', 'Stefania Orsola Garello', 'Sile Nugent', 'Franco Trevisi', 'Eamonn Hunt', 'Manuel Bragato', 'Liam McCourt', ""Odin O'Sullivan"", 'Dylan Mooney', 'Ben Harding', 'Robin Mooney', 'Lauren Mulhal', 'Arnoldo Foà']","['Biography', 'Drama']","['ie', 'gb', 'it', 'de']","['en', 'it']",R,,,,6.0,1540.0,21 Apr 2000 (Ireland),Nora,Pat Murphy,Brenda Maddox,,Bradley Adams,Damon Bryant,GAM,Natural Nylon Entertainment,Stanislas Syrewicz,Pia Di Ciaula,Jean-François Robin,Alessandra Querzola,Gilles Cannatella,Hani AlYousif,tt0158033,158033.0
101 Reykjavík,88,"['Victoria Abril', 'Hilmir Snær Guðnason', 'Hanna María Karlsdóttir', 'Þrúður Vilhjálmsdóttir', 'Baltasar Kormákur', 'Ólafur Darri Ólafsson', 'Þröstur Leó Gunnarsson', 'Eyvindur Erlendsson', 'Halldóra Björnsdóttir', 'Hilmar Jonsson', 'Jóhann Sigurðarson', 'Edda Heidrún Backman', 'Gudmundur Thorvaldsson', 'Gunnar Eyjólfsson', 'Jónína Ólafsdóttir', 'Halldór Gylfason', 'Pétur Einarsson', 'Ingibjörg Gunnarsdóttir', 'Berglind Steinarsdóttir', 'Gunnar H. Gunnarsson', 'Sigríður Helgadóttir', 'Inga Maria Valdimarsdóttir', 'Agnar Jón Egilsson', 'Rósi Hattari', 'Atli Rafn Sigurðsson', 'Guðrún María Bjarnadóttir', 'Lilja Nótt Þórarinsdóttir', 'Benedikt Ingi Armannsson', 'Monica Abendroth', 'Sigurður Pálmi Sigurbjörnsson', 'Ólafur Evert Ulfsson', 'Guðrún Ósk Maríasdóttir', 'Ingi Haraldsson', 'Steinar V. Ægisson', 'Óskírö Baröarsdóttir', 'Buörún Helga Tryggvadóttir', 'Tristan Alex Jónsson', 'Jón Pétur Þorsteinsson', 'Elmar Johnson', 'Kristín Hrönn Gunnarsdóttir', 'Lilja Björg Gunnarsdóttir', 'Fríða Bonnie Andersen', 'Cosimo Heimir F. Einarsson', 'Sólrún Yngvadóttir', 'Ragnhildur Guðnadóttir', 'Konráð Valsson', 'Lísa Kristjánsdóttir', 'Katrin Baldursdóttir', 'Kristinn Á. Friðfinnsson', 'Brynhildur Guðjónsdóttir', 'Vilborg Halldórsdóttir', 'Sólveig Hauksdóttir', 'Halla Margrét Jóhannesdóttir', 'Hildur Jóhannesdóttir', 'Anna Jóhannsdóttir', 'Jón Atli Jónasson', 'Eva María Jónsdóttir', 'Kristbjörg Kjartansdóttir', 'Yvonne Leftner', 'Linda Sigurjónsdóttir', 'Eyrún Stelnsson', 'Kristin Valsdóttir', 'Nanna Hiff Yngvadóttir', 'María Heba Þorkelsdóttir', 'Ingvar Þórðarson', 'Bjarki Guðjónsson', 'Dagbjört Rós Helgadóttir', 'Esther Jökulsdóttir', 'Eyvindur Karlsson', 'Baltasar Breki Samper', 'Sturla Sighvatsson']","['Comedy', 'Romance']","['is', 'dk', 'fr', 'no', 'de']","['is', 'en', 'es']",Not Rated,,,,6.8,9097.0,01 Jun 2000 (Iceland),101 Reykjavík,Baltasar Kormákur,Hallgrímur Helgason,,Michael P. Aust,Baltasar Kormákur,Blueeyes Productions,Filmhuset AS,Damon Albarn,Skule Eriksen,Peter Steuger,,Thoromar Jonsson,Lutz Lemke,tt0237993,237993.0
"South of Heaven, West of Hell",131,"['Dwight Yoakam', 'Vince Vaughn', 'Billy Bob Thornton', 'Bridget Fonda', 'Peter Fonda', 'Paul Reubens', 'Bud Cort', 'Michael Jeter', 'Bo Hopkins', 'Luke Askew', 'Joe Unger', 'Matt Clark', 'Noble Willingham', 'Scott Wilson', 'Ritchie Montgomery', 'Matt Malloy', 'Natalie Canerday', 'Otto Felix', 'Joe Ely', 'James Terry McIlvain', 'Amber Taylor', 'Charles Burba', 'Audrey Lowe', 'Maria Daleo', 'Marta Santamaria', 'Warren Zevon', 'Corky Wimberly', 'Flecia Beard', 'Rudy Ugland', 'Jim Clark', 'Warner McKay', 'Glen Gold', 'Forrie J. Smith', 'Claude Aichele', 'Rose Duarte', 'George Salazar', 'Maurice Orozco', 'Gina Carizoza', 'Richard Smith', 'George Dobbs', 'Chad Quick', 'Joseph Romanov', 'Thadd Turner']","['Drama', 'Western']",['us'],['en'],R,4000000.0,"$16,609, 17 Jun 2001",,4.1,1332.0,,"South of Heaven, West of Hell",Dwight Yoakam,Dwight Yoakam,Dennis Hackin,R. Anthony Brown,Dov Cohen,Delta Deuce Films,Movie Mongrel,Dwight Yoakam,Robert A. Ferretti,James Glennon,Helen Britten,Doug Brown,,tt0179473,179473.0
The Perfect Nanny,90,"['Tracy Nelson', 'Bruce Boxleitner', 'Dana Barron', 'Scott Terra', 'Susan Blakely', 'Katherine Helmond', 'Darren Gray Ward', 'Cindy Guyer', 'Amy Stoch', 'Sara Van Horn', 'Scott Alan Smith', 'David Sederholm', 'Joyce Fessides', 'Charles Glenn', 'Christopher Kriesa', 'Sherrie Rose']","['Drama', 'Mystery', 'Thriller']",['us'],['en'],TV-14,,,,4.9,380.0,,The Perfect Nanny,Robert Malenfant,Mark Castaldo,,Mark Castaldo,Richard E. Chapla Jr.,Happy Home Productions,,Richard Bowers,Gregg London,Don E. FauntLeRoy,,Ruben Garcia,,tt0228711,228711.0
The Tao of Steve,87,"['Donal Logue', 'Ayelet Kaznelson', 'John Hines', 'John Harrington Bland', 'Jessica Gormley', 'Mercedes Herrero', 'Cheryl Anne Jaroslaw', 'Nina Jaroslaw', 'David Aaron Baker', 'Dana Goodman', 'Greer Goodman', 'Dave Bynum', 'Matt Nader', 'Dave Terry', 'John Truskett', 'Matthew Hotsinpiller', 'Sue Cremin', 'Roxanne De Mien', 'Jessica Bohan', 'Selby Craig', 'Craig D. Lafayette', ""James 'Kimo' Wills"", 'Tristan Bennett', 'Duncan North', 'Zak Garcia', 'Jacob Sanchez', 'Cira Sandoval', 'Shane Hamashige', 'Jeannie Bauder', 'Nicholas Ballas', 'Malaika Amon', 'Garland Hunter', 'Astro', 'Jason Page']","['Comedy', 'Drama', 'Romance']",['us'],['en'],R,,"$91,791, 06 Aug 2000",,6.6,7213.0,18 Aug 2000 (Canada),The Tao of Steve,Jenniphr Goodman,Duncan North,Greer Goodman,Anthony Bregman,Ted Hope,Good Machine,Thunderhead Productions,Joe Delia,Sarah Gartner,Teodoro Maniaci,,Vanja Aljinovic,,tt0234853,234853.0
Turn It Up,86,"['Pras Michel', 'Ja Rule', 'Jason Statham', 'Vondie Curtis-Hall', 'Tamala Jones', 'John Ralston', 'Chris Messina', 'Eugene Clark', 'Patrice Goodman', 'Derwin Jordan', 'Faith Evans', 'Elain R. Graham', 'Harry-O', 'Tseng Chang', 'Jeff Jones', 'Melyssa Ford', 'LeRoy Allen', 'DJ Skribble', 'Shinehead', 'Conrad Dunn', 'Julianna Stojkic', 'Ted Clark', 'Errol Gee', 'Camillo Eugene Natale', 'Robert Dodds', 'Brenda Anderson-Fuller', 'Khary Benjamin', 'Colleen Blake', 'Richard Brown', 'Grace Gayle', 'Yohan Gayle', 'Ermine Gittens', 'C. Shelley Hamilton', 'Tobi Lark', 'Londa Larmond', 'Tuku Matthews', 'Jillian Mendez', 'Wayne St. John', 'Patricia Shirley', 'Lionel Williams', 'Patricia Velasquez', 'Tommy Chang', 'Nora Lem']","['Crime', 'Drama', 'Action', 'Music']",['us'],['en'],R,13000000.0,"$576,820, 10 Sep 2000",,4.2,1110.0,06 Sep 2000 (USA),Turn It Up,Robert Adetuyi,Ray 'Cory' Daniels,Chris Hudson,Pras Michel,Guy Oseary,MadGuy Films,New Line Cinema,Frank Fitzpatrick,Jeff Freeman,Hubert Taczanowski,Jaro Dick,Louis Guerra,,tt0216772,216772.0
Beat,93,"['Courtney Love', 'Kiefer Sutherland', 'Lisa Sheridan', 'Patricia Llaca', 'Steve Hedden', 'Ron Livingston', 'Norman Reedus', 'Daniel Martínez', 'Kyle Secor', 'Pedro Gonzalez', 'Georgiana Sîrbu', 'Rene Rubio', 'Sam Trammell', 'Alec Von Bargen', 'Tommy Perna', 'Luis Felipe Tovar', 'Khotan Fernandez', 'Serafina De Lorca', 'Chano Samoana', 'Darren Ross', 'Luisa Huertas']",['Drama'],"['us', 'mx']",['en'],R,3000000.0,,,5.6,1406.0,,Beat,Gary Walkow,Gary Walkow,,Michael Beugg,Linda Brookover,Millenium Pictures,Background Productions,Ernest Troost,Peter B. Ellis,Ciro Cabello,,Frederic Henocque,,tt0211941,211941.0
Harrison's Flowers,130,"['Andie MacDowell', 'Elias Koteas', 'Brendan Gleeson', 'Adrien Brody', 'David Strathairn', 'Alun Armstrong', 'Caroline Goodall', 'Diane Baker', 'Quinn Shephard', 'Marie Trintignant', 'Christian Charmetant', 'Gerard Butler', 'Scott Anton', 'Christopher Clarke', 'Dragan Antonic', 'Marie-Béatrice Bernert', 'Antony Boehm', 'Predrag Bjelac', 'Kurt Cramer', 'Nicole Estabrooks', 'Simon Francis', 'Milan Gargula', 'Rich Gold', 'Bela Grushka', 'Jessica Horáthová', 'Amy Huck', 'Corey Johnson', 'Joel Kirby', 'Rianne Kooiman', 'Ljiljana Krstic', 'Gregory Linington', 'Deborah Michaels', 'Slobodan Milovanovic', 'Sasa Nikolic', 'Zivko Petrov', 'Dragan Radivojevic Lav', 'Michael Rogers', 'Bruce Solomon', 'Joel Sugerman', 'Dale Wyatt', 'Goran Radakovic', 'Scott Terry', 'Andrew Blanchard', 'Michael Cella']","['Drama', 'Romance', 'War']",['fr'],"['en', 'fr', 'sr', 'hr']",R,8000000.0,,,7.1,5907.0,24 Jan 2001 (France),Harrison's Flowers,Élie Chouraqui,Isabel Ellsen,,Artemio Benki,Élie Chouraqui,7 Films Cinéma,Canal+,Bruno Coulais,Baxter,Nicola Pecorini,Nello Giorgetti,Karine Bensa,Alban Barré,tt0216799,216799.0
The Miracle Maker,90,"['Ralph Fiennes', 'Michael Bryant', 'Julie Christie', 'Rebecca Callard', 'James Frain', 'Richard E. Grant', 'Ian Holm', 'William Hurt', 'Anton Lesser', 'Daniel Massey', 'Tim McInnerny', 'Alfred Molina', 'Bob Peck', 'Miranda Richardson', 'Antony Sher', 'Ewan Stewart', 'Ken Stott', 'David Thewlis', 'Vass Anderson', 'Nigel Anthony', 'Tony Armatrading', 'David Becalick', 'Robert Duncan', 'Martin Gent', 'Patrick Godfrey', 'Julie Higginson', 'William Hootkins', 'Joe James', 'Lennie James', 'Emily Mortimer', 'Michael Nardone', 'Phoebe Nicholls', ""Geraldine O'Rawe"", 'Geraint Owen', 'Neville Phillips', 'Rupert Procter', 'Martin Read', 'Sian Rivers', 'David Schofield', 'Dougray Scott', 'William Thomas', 'Richard Dyer', 'Adam Welsh']","['Animation', 'Biography', 'Drama']","['ru', 'gb']",['en'],G,,,,7.0,1287.0,31 Mar 2000 (UK),The Miracle Maker,Derek W. Hayes,Murray Watts,,Elizabeth Babakhina,John Geraint,British Broadcasting Corporation,British Screen Productions,Anne Dudley,Robert Francis,,,,Russell Appleford,tt0208298,208298.0
Bruno,108,"['Alex D. Linz', 'Shirley MacLaine', 'Gary Sinise', 'Joey Lauren Adams', 'Kathy Bates', 'Kiami Davael', 'Stacey Halprin', 'Jennifer Tilly', 'Gwen Verdon', 'Brett Butler', 'Lee Hughes', 'Dylan Hubbard', 'Kyle Phillips', 'Jordan Perry', 'Joanne Pankow', 'Anita Muccia', 'Lainie Kazan', 'Derin Altay', 'Barbara Weetman', 'Hank Troscianiec', 'Tamara Mercer', 'Robert C. Treveiler', 'Tamara Burnham', 'Juliet Cesario', 'Karen Bonner', 'Mark Joy', 'Korbi Dean', 'Pierre Brulatour', 'Larry Parks', 'Joseph Casterline', 'Jill Callahan', ""Rasool J'Han"", 'Christian Durango', 'Beatrice Boyle', 'Ellie Marissa Ruttenberg', 'Monica Hewes', 'Aimee Sullivan', 'Jacob Bosch', 'Bing Putney', 'Jessie Gibbs', 'Robert Hughes', 'Jennifer A. Barnes', 'Ashley Monique Clark', 'Dot Gregory', 'David F. Maxwell', 'Craig Newkirk', 'Patt Noday', 'Kevie Penny', 'Freddy l Robinson', 'Ty Sears', 'Catherine Sewell']","['Comedy', 'Drama']",['us'],['en'],PG-13,10000000.0,,,6.1,1304.0,,Bruno,Shirley MacLaine,David Ciminello,,Jamie Beardsley,Joe Burns,J&M Entertainment,Original Voices Inc.,Chris Boardman,Bonnie Koehler,Jan Kiesser,Valerie Fann,Joe Burns,David Altenau,tt0123003,123003.0
O Fantasma,87,"['Ricardo Meneses', 'Beatriz Torcato', 'Andre Barbosa', 'Eurico Vieira', 'Jorge Almeida', 'Salomão', 'Joaquim Oliveira', 'Florindo Lourenço', 'Rodrigo Garin', 'Luis Zorro', 'Maria Paola Porru', 'João Rui Guerra da Mata', 'Lorde', 'Swing']",['Drama'],['pt'],['pt'],Unrated,,,,5.8,2760.0,20 Oct 2000 (Portugal),O Fantasma,João Pedro Rodrigues,João Pedro Rodrigues,José Neves,Amândio Coroado,,Rosa Filmes,Radiotelevisão Portuguesa,,Paulo Rebelo,Rui Poças,,,,tt0239381,239381.0
Subconscious Cruelty,92,"['Sophie Lauzière', 'Anne-Marie Belley', 'Brea Asher', 'Ivaylo Founev', 'Eric Levasseur', 'Janis Higgins', 'Nadia Simaani', 'Anna Berlyn', 'Nancy Simard', 'Sean Spuruey', 'Scott Noonan', 'Mitch Davis', 'Christopher Piggins', 'Martin Sauvageau', 'Annette Pankrac', 'Vince Sheffield', 'Karen Wiener', 'Sylvain Rivard', 'Patrick Des Islets', 'Eric Pettigrew', 'Martine Viale', 'Mylene Giasson', 'Sameera Hanif']","['Fantasy', 'Horror']",['ca'],,,,,,5.0,1517.0,,Subconscious Cruelty,Karim Hussain,Karim Hussain,,Mitch Davis,,Infliction Films,,Teruhiko Suzuki,Karim Hussain,François Bourdon,,Mitch Davis,André Abou-Jaoude,tt0166370,166370.0
Chasing Sleep,104,"['Jeff Daniels', 'Molly Price', 'Ben Shenkman', 'Gil Bellows', 'Michelle Held', 'Emily Bergl', 'Julian McMahon', 'Guy Sanville', 'Lisa Sodman Elzinga', 'Dennis North', 'Patrick Moug', 'Zach Grenier', 'Eros Biox', 'Tom Whalen', 'Betsey Amid', 'Kristie Dickinson', 'Tricia Rose', 'Bee Vary', 'Elizabeth Watson']","['Horror', 'Mystery', 'Thriller']","['ca', 'us', 'fr']",['en'],R,,,,6.3,3064.0,16 May 2001 (France),Chasing Sleep,Michael Walker,Michael Walker,,Thomas Bidegain,Leah Di Bernardo,Canal+,Forensic Films,,David Leonard,Jim Denault,,Patrick D. Gibbons,Borys Jakymovych,tt0221069,221069.0
Last Resort,73,"['Dina Korzun', 'Artyom Strelnikov', 'Paddy Considine', 'Steve Perry', 'Perry Benson', 'Katie Drinkwater', 'Dave Bean', 'Adrian Scarborough', 'David Auker', 'Bruce Byron', 'Jim Trevellyan', 'Marcus Redwood', 'Zoe Sharpe', 'Daniel Mobey']","['Drama', 'Romance']",['gb'],"['en', 'ru']",TV-14,,,,7.3,1683.0,02 Mar 2001 (Greece),Last Resort,Pawel Pawlikowski,Rowan Joffe,,Ruth Caleb,Chris Collins,British Broadcasting Corporation,,Max de Wardener,David Charap,Ryszard Lenczewski,,,,tt0258761,258761.0
The Wog Boy,92,"['Nick Giannopoulos', 'Lucy Bell', 'Vince Colosimo', 'Geraldine Turner', 'Abi Tucker', 'John Barresi', 'Stephen Curry', 'Costas Kilias', 'Tony Nikolakopoulos', ""Vince D'Amico"", 'Peter Hosking', 'Lucy Taylor', 'Trent Huen', 'Hung Le', 'Vincent Gara', 'Kim Gyngell', 'Geoff Paine', 'Gerry Connolly', 'Derryn Hinch', 'Robert Forza', 'Luigi Villani', 'Robert Ratti', 'Peter Stefanou', 'Nia Giannopoulos', 'Irini Pappas', 'Edwin Pang', 'Mary Inacio', 'Georgie Shew', 'Alexis Anthopoulos', 'Andy Ramanauskas', 'Glenn Meldrum', 'Molly McCaffrey', 'Mitchell Fairlie', 'Haydn Harvey', 'Daniel Roath', 'Peter Papoythis', 'Mark Wickham', 'James Freemantle', 'Dino Marnika', 'Stephen Hall', ""Charles 'Bud' Tingwell"", 'Natasha Weber', 'Robert Rabiah', 'Peter Nikolakopoulos', 'Adam Batt', 'Catherine Thompson', 'Anna Lee Robinson', 'James Klavin', 'Diana Lee', 'Kerri Lee', 'Danielle Wright', 'Gino Munari', 'Kim Petalas', 'Damien Atherton', 'Kesh Aponso', 'Naomi Davis', 'Anita Marelic', 'Stanko Peric']",['Comedy'],['au'],['en'],,,,,5.8,1909.0,24 Feb 2000 (Australia),The Wog Boy,Aleksi Vellis,Chris Anastassiades,,John Brousek,Kay Dyson,Australian Film Finance Corporation (AFFC),Third Costa,Cezary Skubiszewski,Suresh Ayyar,Roger Lanser,,Nathan Croft,Ineke Majoor,tt0216417,216417.0
